"FullName","Length","Extension","LastWriteTime"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportJune2015.pdf","1615170",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportJune2016.pdf","6825301",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportJune2017.pdf","989428",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMar2018.pdf","676259",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMar2019.pdf","1252017",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMar2021.pdf","6819170",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMarch2016.pdf","734927",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMarch2017.pdf","5412912",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMarch2020.pdf","1006121",".pdf","11-09-2026 13:49:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMarch2025 (1).pdf","4550305",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMarch2025.pdf","4550305",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMay2015.pdf","1469237",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMay2016.pdf","943853",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMay2017.pdf","4777811",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMay2018.pdf","5238050",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMay2019.pdf","1144890",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportMay2020.pdf","2156515",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportNov2017.pdf","2109451",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportNov2018.pdf","1414918",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportNov2019.pdf","1205366",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportNov2020.pdf","4771556",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportNovember2016.pdf","2137200",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportOct2017.pdf","3912989",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportOct2018.pdf","1143366",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportOct2019.pdf","1205372",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportOct2020.pdf","1558315",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportOctober2015.pdf","408288",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportOctober2016.pdf","2757503",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportSep2018.pdf","3053881",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportSep2019.pdf","1167555",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportSep2020.pdf","3094614",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportSept2017.pdf","908496",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportSeptember2015.pdf","1443914",".pdf","11-09-2026 13:49:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\CompleteReviewReportSeptember2016.pdf","1732120",".pdf","11-09-2026 13:49:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\FlashReport_April2026.pdf","3215216",".pdf","11-09-2026 13:49:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\FlashReport_July_2026.pdf","5237660",".pdf","11-09-2026 13:49:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\FlashReport_June_2026.pdf","5242199",".pdf","11-09-2026 13:49:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\paimana secondary dataset project monitoring archival\FlashReport_May2026.pdf","3217996",".pdf","11-09-2026 13:49:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\WPI and PPIs\oppi_monthly_index_202608.xlsx","50772",".xlsx","11-09-2026 13:58:23"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\WPI and PPIs\SPPIs_quarterly_index_202608.xlsx","10919",".xlsx","11-09-2026 13:58:26"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\WPI and PPIs\trial_ippi_monthly_index_202608.xlsx","11059",".xlsx","11-09-2026 13:58:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\Secondary dataset\WPI and PPIs\wpi_monthly_index_202608.xlsx","314265",".xlsx","11-09-2026 13:58:21"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\01_source_inventory\DUPLICATE_SOURCE_ANALYSIS.md","663",".md","12-09-2026 17:15:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\01_source_inventory\SOURCE_COVERAGE.md","563",".md","12-09-2026 17:15:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\01_source_inventory\SOURCE_INVENTORY.md","824",".md","12-09-2026 17:15:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\01_source_inventory\SOURCE_RELATIONSHIPS.md","699",".md","12-09-2026 17:15:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\02_semantic_model\CONTROLLED_VOCABULARIES.md","293",".md","12-09-2026 17:15:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\02_semantic_model\DATA_DICTIONARY.md","578",".md","12-09-2026 17:15:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\02_semantic_model\ENTITY_MODEL.md","708",".md","12-09-2026 17:15:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\02_semantic_model\GEOGRAPHIC_SEMANTICS.md","309",".md","12-09-2026 17:15:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\02_semantic_model\SCHEMA_EVOLUTION.md","388",".md","12-09-2026 17:15:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\02_semantic_model\TEMPORAL_SEMANTICS.md","482",".md","12-09-2026 17:15:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\02_semantic_model\TERMINOLOGY.md","367",".md","12-09-2026 17:15:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\03_computation_requirements\COMPUTATION_CATALOG.md","1334",".md","12-09-2026 17:15:59"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\03_computation_requirements\COMPUTATION_DEPENDENCY_GRAPH.md","637",".md","12-09-2026 17:15:59"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\03_computation_requirements\COMPUTATION_STATUS.md","628",".md","12-09-2026 17:15:59"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\03_computation_requirements\DATA_AVAILABILITY_MATRIX.md","435",".md","12-09-2026 17:15:59"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\03_computation_requirements\EXTERNAL_DATA_REQUIREMENTS.md","425",".md","12-09-2026 17:15:59"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\03_computation_requirements\REQUIREMENT_INPUT_MATRIX.md","456",".md","12-09-2026 17:15:59"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\04_canonical_model\CONCEPTUAL_MODEL.md","410",".md","12-09-2026 17:16:12"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\04_canonical_model\KEYS_AND_IDENTITY.md","389",".md","12-09-2026 17:16:13"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\04_canonical_model\LAYERED_ARCHITECTURE.md","507",".md","12-09-2026 17:16:13"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\04_canonical_model\LOGICAL_SCHEMA.md","403",".md","12-09-2026 17:16:13"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\04_canonical_model\RELATIONSHIPS.md","199",".md","12-09-2026 17:16:13"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\04_canonical_model\TEMPORAL_VERSIONING.md","364",".md","12-09-2026 17:16:13"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\CATEGORY_MAPPING.md","308",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\DEDUPLICATION_POLICY.md","397",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\ENTITY_RESOLUTION.md","357",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\FIELD_MAPPINGS.md","586",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\MISSING_DATA_POLICY.md","367",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\TRANSFORMATION_CATALOG.md","413",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\UNIT_NORMALIZATION.md","457",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\05_transformation_spec\VALIDATION_RULES.md","373",".md","12-09-2026 17:16:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\06_provenance\LINEAGE_SPECIFICATION.md","425",".md","12-09-2026 17:16:39"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\06_provenance\PROVENANCE_MODEL.md","317",".md","12-09-2026 17:16:39"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\06_provenance\SOURCE_LOCATION_MAPPING.md","303",".md","12-09-2026 17:16:39"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\07_ml_considerations\FEATURE_CANDIDATES.md","369",".md","12-09-2026 17:16:51"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\07_ml_considerations\ML_DATASET_DESIGN.md","197",".md","12-09-2026 17:16:51"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\07_ml_considerations\POINT_IN_TIME_REQUIREMENTS.md","376",".md","12-09-2026 17:16:51"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\07_ml_considerations\TARGET_CANDIDATES.md","255",".md","12-09-2026 17:16:51"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\07_ml_considerations\TARGET_LEAKAGE.md","334",".md","12-09-2026 17:16:51"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\07_ml_considerations\TEMPORAL_LEAKAGE.md","352",".md","12-09-2026 17:16:51"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\08_open_questions\ANOMALY_REGISTER.md","400",".md","12-09-2026 17:17:04"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\08_open_questions\DECISION_LOG.md","596",".md","12-09-2026 17:17:04"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\08_open_questions\DO_NOT_ASSUME_REGISTER.md","553",".md","12-09-2026 17:17:04"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\08_open_questions\KNOWN_TRUTH_REGISTER.md","533",".md","12-09-2026 17:17:04"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\08_open_questions\OPEN_QUESTIONS.md","508",".md","12-09-2026 17:17:04"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\09_MASTER_SPECIFICATION\CANONICAL_DATA_AND_COMPUTATION_SPECIFICATION.md","1333",".md","12-09-2026 17:17:17"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1\09_MASTER_SPECIFICATION\STAGE_1_COMPLETION_AUDIT.md","1616",".md","12-09-2026 17:17:17"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\01_independent_reconstruction\INDEPENDENT_SOURCE_FINDINGS.md","3603",".md","12-09-2026 17:34:53"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\02_source_audit\SOURCE_COVERAGE_AUDIT.md","2590",".md","12-09-2026 17:35:16"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\03_semantic_audit\SEMANTIC_MODEL_AUDIT.md","2344",".md","12-09-2026 17:39:38"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\04_computation_audit\COMPUTATION_CATALOGUE_AUDIT.md","2551",".md","12-09-2026 17:39:53"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\05_schema_audit\LOGICAL_SCHEMA_AUDIT.md","2716",".md","12-09-2026 17:40:09"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\06_ml_audit\ML_CONSIDERATIONS_AUDIT.md","2249",".md","12-09-2026 17:40:25"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\07_provenance_audit\PROVENANCE_TRACKING_AUDIT.md","2098",".md","12-09-2026 17:40:40"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\08_risk\CRITICAL_RED_FLAGS.md","2792",".md","12-09-2026 17:34:24"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\09_corrections\CORRECTED_ENTITY_MODEL.md","1791",".md","12-09-2026 17:40:53"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\09_corrections\CORRECTED_FIELD_MAPPINGS.md","3168",".md","12-09-2026 17:41:24"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\09_corrections\CORRECTED_LOGICAL_SCHEMA.md","2120",".md","12-09-2026 17:41:08"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_1_5\10_final\OPUS_FINAL_AUDIT.md","8941",".md","12-09-2026 17:33:58"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\00_execution\STAGE_2_IMPLEMENTATION_PLAN.md","4656",".md","12-09-2026 17:50:37"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\00_execution\STAGE_2_PROGRESS.md","709",".md","12-09-2026 17:51:53"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\01_raw\generate_manifest.py","6073",".py","12-09-2026 17:51:17"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\01_raw\SOURCE_MANIFEST.csv","66533",".csv","12-09-2026 17:51:36"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0001.json","253963",".json","12-09-2026 17:52:45"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0002.json","218546",".json","12-09-2026 17:52:56"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0003.json","225684",".json","12-09-2026 17:53:28"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0004.json","227079",".json","12-09-2026 17:53:38"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0005.json","223579",".json","12-09-2026 17:53:48"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0006.json","198521",".json","12-09-2026 17:54:14"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0007.json","200544",".json","12-09-2026 17:54:38"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0008.json","174370",".json","12-09-2026 17:54:47"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0009.json","2143830",".json","12-09-2026 17:55:22"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0010.json","1232057",".json","12-09-2026 17:55:37"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0011.json","2397778",".json","12-09-2026 17:56:06"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0012.json","3764571",".json","12-09-2026 17:56:54"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0013.json","3168823",".json","12-09-2026 17:57:32"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0014.json","1199123",".json","12-09-2026 17:57:49"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0015.json","1910372",".json","12-09-2026 17:58:24"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0016.json","2030101",".json","12-09-2026 17:59:09"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0017.json","3469201",".json","12-09-2026 18:00:43"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0018.json","2144738",".json","12-09-2026 18:01:34"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0019.json","1350609",".json","12-09-2026 18:02:14"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0020.json","1348650",".json","12-09-2026 18:02:36"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0021.json","1308780",".json","12-09-2026 18:03:08"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0022.json","1474429",".json","12-09-2026 18:03:58"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0023.json","1493013",".json","12-09-2026 18:04:51"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0024.json","1573255",".json","12-09-2026 18:05:48"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0025.json","1658853",".json","12-09-2026 18:06:35"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0026.json","227140",".json","12-09-2026 18:07:22"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0027.json","216899",".json","12-09-2026 18:08:10"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0028.json","223635",".json","12-09-2026 18:08:37"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0029.json","220000",".json","12-09-2026 18:08:46"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0030.json","225887",".json","12-09-2026 18:09:13"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0031.json","160139",".json","12-09-2026 18:09:17"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0032.json","119787",".json","12-09-2026 18:09:21"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0033.json","122220",".json","12-09-2026 18:09:23"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0034.json","140437",".json","12-09-2026 18:09:25"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0035.json","125404",".json","12-09-2026 18:09:29"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0036.json","265111",".json","12-09-2026 18:09:34"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0037.json","255730",".json","12-09-2026 18:09:44"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0038.json","59090",".json","12-09-2026 18:10:27"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0039.json","213919",".json","12-09-2026 18:10:35"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0040.json","239900",".json","12-09-2026 18:10:39"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0041.json","240116",".json","12-09-2026 18:10:42"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0042.json","254223",".json","12-09-2026 18:10:46"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0043.json","252438",".json","12-09-2026 18:10:50"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0044.json","255017",".json","12-09-2026 18:10:58"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0047.json","212364",".json","12-09-2026 18:11:01"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0048.json","244290",".json","12-09-2026 18:11:05"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0049.json","257647",".json","12-09-2026 18:11:14"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0050.json","255726",".json","12-09-2026 18:11:23"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0052.json","213609",".json","12-09-2026 18:11:26"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0053.json","242239",".json","12-09-2026 18:11:30"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0054.json","265654",".json","12-09-2026 18:11:34"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0055.json","287678",".json","12-09-2026 18:11:41"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0056.json","255304",".json","12-09-2026 18:11:45"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0057.json","256583",".json","12-09-2026 18:11:55"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0059.json","213629",".json","12-09-2026 18:11:58"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0060.json","249480",".json","12-09-2026 18:12:03"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0061.json","217587",".json","12-09-2026 18:12:10"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0062.json","235901",".json","12-09-2026 18:12:14"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0063.json","243216",".json","12-09-2026 18:12:18"
"C:\Users\kessh\OneDrive\Documents\PAIMANA INTEL\stage_2\02_extraction\raw_json\SRC_0064.json","273385",".json","12-09-2026 18:12:23"
