Observation_SK,Project_Code,Project_Name,Report_Date,Original_Cost,Revised_Cost,Anticipated_Cost,Cumulative_Expenditure,Financial_Progress_Pct,Time_Elapsed_Pct,Schedule_Delay_Months,Target_Is_Delayed
569,,"PLANNING, ENGINEERING, SUPPLY, INSTALLATION, TESTING,
COMMISSIONING, INTEGRATION & ANNUAL MAINTENANCE OF 4G
MOBILE NETWORK AT 1 LAKH SITES ON PAN INDIA BASIS
INCLUDING MUMBAI & DELHI LSA ON TURNKEY BASIS UNDER
PHASE IX.2 PROJECT.",October 2025,24545.0,,,8448.0,,,,0
570,,"PROVISION OF 4G BASED MOBILE SERVICES IN 7,287 UNCOVERED
VILLAGES OF 44 ASPIRATIONAL DISTRICT ACROSS 5 STATES OF
ANDHRA PRADESH, CHHATTISGARH, JHARKHAND, MAHARASHTRA
& ODISHA",October 2025,3685.0,,,1135.0,,,,0
571,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",October 2025,32850.0,,,0.0,,,,0
572,,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT",October 2025,2139.0,,,473.0,,,,0
573,,AIIMS KASHMIR AT AWANTIPORA JAMMU & KASHMIR,October 2025,1828.0,1828.0,,1322.0,72.31947483588621,,,0
574,,TUMAKURU NODE - PHASE 1 - ROADS AND SERVICES DEVELOPMENT,October 2025,1702.0,,,117.0,,,,0
575,,AIIMS MAJRA REWARI HARYANA,October 2025,1299.0,,,349.0,,,,0
576,,GEVRA OC [70 MTY],October 2025,11816.0,,,6687.0,,,,0
577,,GOPALJI KANIHA OCP [10 TO 30 M,October 2025,8416.0,6108.0,,1735.0,28.405370006548786,,,0
578,,RPR MAGADH EXP OCP,October 2025,7254.0,,,1601.0,,,,0
579,,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE,
SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA
COALFIELD- REG.",October 2025,5940.0,,,0.0,,,,0
580,,BLOCK E OCP,October 2025,5851.0,,,20.0,,,,0
581,,GODHANI-KALUMNA CHORD 13.7 KM,October 2025,150000.0,150000.0,,1940.0,1.2933333333333332,,,0
582,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,October 2025,108000.0,108000.0,,82968.0,76.82222222222222,,,0
583,,WESTERN DEDICATED FREIGHT CORRIDOR,October 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
584,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,October 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
585,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,October 2025,33690.0,33690.0,,2436.0,7.230632235084594,,,0
586,,NLC TALABIRA THERMAL POWER PROJECT,October 2025,27213.0,27213.0,,2549.0,9.366846727666923,,,0
587,,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,October 2025,17238.0,21781.0,,20522.0,94.21973279463752,,,0
588,,GEVRA OC [70 MTY],October 2025,11816.0,11816.0,,6687.0,56.59275558564658,,,0
589,,GOPALJI KANIHA OCP [10 TO 30 M,October 2025,8416.0,6108.0,,1735.0,28.405370006548786,,,0
590,,RPR MAGADH EXP OCP,October 2025,7254.0,7254.0,,1601.0,22.070581748001104,,,0
591,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",October 2025,43367.0,43367.0,,1955.0,4.508036064288514,,,0
592,,RAJASTHAN REFINERY PROJECT,October 2025,43129.0,79459.0,,61927.0,77.9357907851848,,,0
593,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",October 2025,34627.0,36225.0,,26555.0,73.30572808833679,,,0
594,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,October 2025,34012.0,34012.0,,32184.0,94.6254263201223,,,0
595,,CBR 9 MMTPA PROJECT,October 2025,31580.0,36354.0,,1342.0,3.6914782417340595,,,0
596,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,October 2025,63246.0,63246.0,,28779.0,45.503272934256714,,,0
597,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",October 2025,32850.0,32850.0,,0.0,,,,0
598,,DELHI-GHAZIABAD-MEERUT REGIONAL RAPID TRANSIT SYSTEM [RRTS] CORRIDOR,October 2025,30274.0,30274.0,,26612.0,87.90381185175397,,,0
599,,CONSTRUCTION OF BANGALORE METRO RAIL PROJECT PHASE 2.,October 2025,26405.0,30695.0,,29618.0,96.49128522560677,,,0
600,,DMRTS PHASE - IV [3 PRIORITY CORRIDORS],October 2025,24949.0,24949.0,,17838.0,71.49785562547596,,,0
601,,GODHANI-KALUMNA CHORD 13.7 KM,September 2025,150000.0,,,1940.0,,,,0
602,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,September 2025,108000.0,108000.0,,81243.0,75.225,,,0
603,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,September 2025,63246.0,,,27456.0,,,,0
604,,WESTERN DEDICATED FREIGHT CORRIDOR,September 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
605,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,September 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
606,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",September 2025,43367.0,43367.0,,1914.0,4.413494131482463,,,0
607,,RAJASTHAN REFINERY PROJECT,September 2025,43129.0,79459.0,,60545.0,76.19652902754879,,,0
608,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",September 2025,34627.0,36225.0,,25029.0,69.09316770186335,,,0
609,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,September 2025,34012.0,34012.0,,33239.0,97.72727272727273,,,0
610,,DIBANG MULTIPURPOSE PROJECT,September 2025,31876.0,,,3639.0,,,,0
611,,SARDAR SAROVAR PROJECT,September 2025,20718.0,33413.0,,31861.0,95.35510130787418,,,0
612,,POLAVARAM IRRIGATION PROJECT,September 2025,10151.0,55549.0,,24746.0,44.54805667068714,,,0
613,,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,September 2025,8201.0,14730.0,,4559.0,30.950441276306854,,,0
614,,JIGAON IRRIGATION PROJECT,September 2025,7223.0,,,8723.0,,,,0
615,,GOSIKHURD PROJECT,September 2025,7196.0,12770.0,,13691.0,107.21221613155834,,,0
616,,BHARATNET,September 2025,61109.0,188000.0,,41486.0,22.067021276595746,,,0
617,,4G SERVICES BY BSNL,September 2025,28466.0,19592.0,,8419.0,42.971621069824415,,,0
618,,"SATURATION 4G MOBILE COVERAGE OF UNCOVERED VILLAGES
THROUGH USOF",September 2025,26316.0,30620.0,,9792.0,31.979098628347487,,,0
619,,"PLANNING, ENGINEERING, SUPPLY, INSTALLATION, TESTING,
COMMISSIONING, INTEGRATION & ANNUAL MAINTENANCE OF 4G
MOBILE NETWORK AT 1 LAKH SITES ON PAN INDIA BASIS
INCLUDING MUMBAI & DELHI LSA ON TURNKEY BASIS UNDER
PHASE IX.2 PROJECT.",September 2025,24545.0,,,8420.0,,,,0
620,,"PROVISION OF 4G BASED MOBILE SERVICES IN 7,287 UNCOVERED
VILLAGES OF 44 ASPIRATIONAL DISTRICT ACROSS 5 STATES OF
ANDHRA PRADESH, CHHATTISGARH, JHARKHAND, MAHARASHTRA
& ODISHA",September 2025,3685.0,,,1135.0,,,,0
621,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",September 2025,32850.0,,,0.0,,,,0
622,,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT",September 2025,2139.0,,,471.0,,,,0
623,,AIIMS KASHMIR AT AWANTIPORA JAMMU & KASHMIR,September 2025,1828.0,1828.0,,1565.0,85.61269146608315,,,0
624,,TUMAKURU NODE - PHASE 1 - ROADS AND SERVICES DEVELOPMENT,September 2025,1702.0,,,117.0,,,,0
625,,AIIMS MAJRA REWARI HARYANA,September 2025,1299.0,,,349.0,,,,0
626,,GEVRA OC [70 MTY],September 2025,11816.0,,,6677.0,,,,0
627,,GOPALJI KANIHA OCP [10 TO 30 M,September 2025,8416.0,6108.0,,1730.0,28.323510150622134,,,0
628,,KUSMUNDA OC EXPANSION [15 TO 50 MTY],September 2025,7612.0,,,4698.0,,,,0
629,,DIPKA OC,September 2025,7580.0,,,3091.0,,,,0
630,,RPR MAGADH EXP OCP,September 2025,7254.0,,,1548.0,,,,0
631,,GODHANI-KALUMNA CHORD 13.7 KM,September 2025,150000.0,150000.0,,1940.0,1.2933333333333332,,,0
632,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,September 2025,108000.0,108000.0,,81243.0,75.225,,,0
633,,WESTERN DEDICATED FREIGHT CORRIDOR,September 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
634,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,September 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
635,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,September 2025,33690.0,33690.0,,2361.0,7.008014247551202,,,0
636,,NLC TALABIRA THERMAL POWER PROJECT,September 2025,27213.0,27213.0,,2517.0,9.24925587035608,,,0
637,,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,September 2025,17238.0,21781.0,,20510.0,94.16463890546807,,,0
638,,GEVRA OC [70 MTY],September 2025,11816.0,11816.0,,6677.0,56.508124576844956,,,0
639,,GOPALJI KANIHA OCP [10 TO 30 M,September 2025,8416.0,6108.0,,1730.0,28.323510150622134,,,0
640,,KUSMUNDA OC EXPANSION [15 TO 50 MTY],September 2025,7612.0,7612.0,,4698.0,61.7183394640042,,,0
641,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",September 2025,43367.0,43367.0,,1914.0,4.413494131482463,,,0
642,,RAJASTHAN REFINERY PROJECT,September 2025,43129.0,79459.0,,60545.0,76.19652902754879,,,0
643,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",September 2025,34627.0,36225.0,,25029.0,69.09316770186335,,,0
644,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,September 2025,34012.0,34012.0,,33239.0,97.72727272727273,,,0
645,,CBR 9 MMTPA PROJECT,September 2025,31580.0,36354.0,,1342.0,3.6914782417340595,,,0
646,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,September 2025,63246.0,63246.0,,27456.0,43.41144103974955,,,0
647,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",September 2025,32850.0,32850.0,,0.0,,,,0
648,,DELHI-GHAZIABAD-MEERUT REGIONAL RAPID TRANSIT SYSTEM [RRTS] CORRIDOR,September 2025,30274.0,30274.0,,26612.0,87.90381185175397,,,0
649,,CONSTRUCTION OF BANGALORE METRO RAIL PROJECT PHASE 2.,September 2025,26405.0,30695.0,,29568.0,96.32839224629419,,,0
650,,DMRTS PHASE - IV [3 PRIORITY CORRIDORS],September 2025,24949.0,24949.0,,17380.0,69.66211070583991,,,0
